commit,device,peer,role,align_to,problem_shape,bytes,flops,arithmetic_intensity,warmup_iters,timed_iters,latency_median_us,bandwidth_gbps_median,gflops_median,correctness,disclaimer
c976412,NPU2_cols8,relu,BW ceiling reference (elementwise unary),B1_in_elems,"size=32768,cols=4,chans=1,tile=8192",131072,32768,2.500000e-01,2,5,76.6540,1.709917e+00,4.274793e-01,pass,Ring-2 peer only; not a FLOPs race vs AIEConv2d. See ROADMAP §2.4 / PEER_BW_REFERENCES.
c976412,NPU2_cols8,mem_copy,Memory-bound BW ceiling,B1_in_elems,"size=32768,cores=4,chans=1,tile=8192",131072,0,0.000000e+00,2,5,77.2450,1.696835e+00,,pass,Ring-2 peer only; not a FLOPs race vs AIEConv2d. See ROADMAP §2.4 / PEER_BW_REFERENCES.
c976412,NPU2_cols8,gemm,Roofline / compute-bound check only,B1_flop_order_legal_tiles,"M=256,K=64,N=256,cols=4",196608,8388608,4.266667e+01,2,5,95.9810,2.048405e+00,8.739863e+01,pass,Ring-2 peer only; not a FLOPs race vs AIEConv2d. See ROADMAP §2.4 / PEER_BW_REFERENCES.
c976412,NPU2_cols8,relu,BW ceiling reference (elementwise unary),B1_in_elems,"size=32768,cols=4,chans=1,tile=8192",131072,32768,2.500000e-01,2,5,100.2680,1.307217e+00,3.268042e-01,pass,Ring-2 peer only; not a FLOPs race vs AIEConv2d. See ROADMAP §2.4 / PEER_BW_REFERENCES.
c976412,NPU2_cols8,mem_copy,Memory-bound BW ceiling,B1_in_elems,"size=32768,cores=4,chans=1,tile=8192",131072,0,0.000000e+00,2,5,80.2810,1.632665e+00,,pass,Ring-2 peer only; not a FLOPs race vs AIEConv2d. See ROADMAP §2.4 / PEER_BW_REFERENCES.
c976412,NPU2_cols8,gemm,Roofline / compute-bound check only,B1_flop_order_legal_tiles,"M=256,K=64,N=256,cols=4",196608,8388608,4.266667e+01,2,5,87.4140,2.249159e+00,9.596412e+01,pass,Ring-2 peer only; not a FLOPs race vs AIEConv2d. See ROADMAP §2.4 / PEER_BW_REFERENCES.
